3631.2662,8183.5237
3631.3063,8182.4731
3631.3468,8181.4226
3631.3876,8180.3721
3631.4288,8179.3216
3631.4703,8178.2711
3631.5122,8177.2207
3631.5545,8176.1702
3631.5971,8175.1198
3631.64,8174.0694
3631.6833,8173.019
3631.727,8171.9686
3631.771,8170.9182
3631.8154,8169.8678
3631.8601,8168.8175
3631.9052,8167.7672
3631.9506,8166.7168
3631.9964,8165.6665
3632.0426,8164.6163
3632.0891,8163.566
3632.136,8162.5157
3632.1833,8161.4655
3632.2309,8160.4153
3632.2789,8159.3651
3632.3273,8158.3149
3632.376,8157.2647
3632.4251,8156.2146
3632.4745,8155.1644
3632.5244,8154.1143
3632.5746,8153.0642
3632.6251,8152.0141
3632.6761,8150.9641
3632.7274,8149.914
3632.7791,8148.864
3632.8311,8147.814
3632.8836,8146.764
3632.9364,8145.714
3632.9896,8144.6641
3633.0431,8143.6141
3633.0971,8142.5642
3633.1514,8141.5143
3633.2061,8140.4645
3633.2612,8139.4146
3633.3167,8138.3648
3633.3725,8137.3149
3633.4288,8136.2652
3633.4854,8135.2154
3633.5424,8134.1656
3633.5998,8133.1159
3633.6576,8132.0662
3633.7157,8131.0165
3633.7743,8129.9668
3633.8333,8128.9172
3633.8926,8127.8676
3633.9523,8126.818
3634.0124,8125.7684
3634.073,8124.7188
3634.1339,8123.6693
3634.1952,8122.6198
3634.2569,8121.5703
3634.319,8120.5208
3634.3815,8119.4714
3634.4444,8118.422
3634.5077,8117.3726
3634.5714,8116.3232
3634.6355,8115.2739
3634.7,8114.2246
3634.7649,8113.1753
3634.8302,8112.126
3634.8959,8111.0768
3634.9621,8110.0275
3635.0286,8108.9783
3635.0955,8107.9292
3635.1629,8106.88
3635.2306,8105.8309
3635.2988,8104.7818
3635.3674,8103.7328
3635.4364,8102.6838
3635.5058,8101.6347
3635.5757,8100.5858
3635.6459,8099.5368
3635.7166,8098.4879
3635.7876,8097.439
3635.8591,8096.3901
3635.9311,8095.3413
3636.0034,8094.2925
3636.0762,8093.2437
3636.1494,8092.195
3636.223,8091.1463
3636.297,8090.0976
3636.3715,8089.0489
3636.4464,8088.0003
3636.5217,8086.9517
3636.5975,8085.9031
3636.6736,8084.8546
3636.7503,8083.8061
3636.8273,8082.7576
3636.9048,8081.7092
3636.9827,8080.6608
3637.061,8079.6124
3637.1398,8078.564
3637.2191,8077.5157
3637.2987,8076.4675
3637.3788,8075.4192
3637.4594,8074.371
3637.5404,8073.3228
3637.6218,8072.2747
3637.7037,8071.2266
3637.786,8070.1785
3637.8688,8069.1305
3637.952,8068.0825
3638.0356,8067.0345
3638.1198,8065.9866
3638.2043,8064.9387
3638.2893,8063.8908
3638.3748,8062.843
3638.4607,8061.7952
3638.5471,8060.7475
3638.634,8059.6998
3638.7212,8058.6521
3638.809,8057.6045
3638.8972,8056.5569
3638.9859,8055.5094
3639.075,8054.4618
3639.1646,8053.4144
3639.2547,8052.3669
3639.3452,8051.3195
3639.4362,8050.2722
3639.5277,8049.2249
3639.6196,8048.1776
3639.712,8047.1304
3639.8049,8046.0832
3639.8983,8045.036
3639.9921,8043.9889
3640.0864,8042.9419
3640.1812,8041.8949
3640.2764,8040.8479
3640.3722,8039.801
3640.4684,8038.7541
3640.5651,8037.7072
3640.6622,8036.6604
3640.7599,8035.6137
3640.858,8034.567
3640.9567,8033.5203
3641.0558,8032.4737
3641.1554,8031.4271
3641.2555,8030.3806
3641.3561,8029.3341
3641.4572,8028.2877
3641.5587,8027.2413
3641.6608,8026.195
3641.7634,8025.1487
3641.8664,8024.1025
3641.97,8023.0563
3642.0741,8022.0102
3642.1786,8020.9641
3642.2837,8019.918
3642.3893,8018.872
3642.4954,8017.8261
3642.6019,8016.7802
3642.709,8015.7344
3642.8166,8014.6886
3642.9247,8013.6429
3643.0334,8012.5972
3643.1425,8011.5516
3643.2522,8010.506
3643.3623,8009.4605
3643.473,8008.415
3643.5842,8007.3696
3643.6959,8006.3243
3643.8082,8005.279
3643.9209,8004.2338
3644.0342,8003.1886
3644.1481,8002.1435
3644.2624,8001.0984
3644.3773,8000.0534
3644.4927,7999.0085
3644.6086,7997.9636
3644.7251,7996.9187
3644.8421,7995.874
3644.9596,7994.8293
3645.0777,7993.7846
3645.1963,7992.74
3645.3154,7991.6955
3645.4351,7990.651
3645.5554,7989.6066
3645.6761,7988.5623
3645.7975,7987.518
3645.9193,7986.4738
3646.0417,7985.4297
3646.1647,7984.3856
3646.2882,7983.3416
3646.4123,7982.2976
3646.5369,7981.2537
3646.6621,7980.2099
3646.7878,7979.1662
3646.9141,7978.1225
3647.041,7977.0789
3647.1684,7976.0353
3647.2964,7974.9918
3647.4249,7973.9484
3647.5541,7972.9051
3647.6837,7971.8618
3647.814,7970.8186
3647.9448,7969.7755
3648.0762,7968.7324
3648.2082,7967.6894
3648.3407,7966.6465
3648.4739,7965.6037
3648.6076,7964.5609
3648.7418,7963.5183
3648.8767,7962.4756
3649.0121,7961.4331
3649.1482,7960.3906
3649.2848,7959.3483
3649.422,7958.306
3649.5598,7957.2637
3649.6982,7956.2216
3649.8372,7955.1795
3649.9768,7954.1375
3650.1169,7953.0956
3650.2577,7952.0538
3650.3991,7951.012
3650.5411,7949.9704
3650.6836,7948.9288
3650.8268,7947.8873
3650.9706,7946.8458
3651.115,7945.8045
3651.26,7944.7633
3651.4057,7943.7221
3651.5519,7942.681
3651.6987,7941.64
3651.8462,7940.5991
3651.9943,7939.5583
3652.143,7938.5176
3652.2923,7937.4769
3652.4423,7936.4364
3652.5929,7935.3959
3652.7441,7934.3556
3652.8959,7933.3153
3653.0484,7932.2751
3653.2015,7931.235
3653.3552,7930.195
3653.5096,7929.1551
3653.6646,7928.1153
3653.8203,7927.0756
3653.9766,7926.036
3654.1335,7924.9965
3654.2911,7923.957
3654.4493,7922.9177
3654.6082,7921.8785
3654.7677,7920.8394
3654.9279,7919.8004
3655.0888,7918.7614
3655.2503,7917.7226
3655.4124,7916.6839
3655.5752,7915.6453
3655.7387,7914.6068
3655.9029,7913.5684
3656.0677,7912.5301
3656.2332,7911.4919
3656.3993,7910.4538
3656.5661,7909.4158
3656.7336,7908.3779
3656.9018,7907.3402
3657.0707,7906.3025
3657.2402,7905.265
3657.4104,7904.2276
3657.5813,7903.1903
3657.7529,7902.153
3657.9252,7901.116
3658.0981,7900.079
3658.2718,7899.0421
3658.4462,7898.0054
3658.6212,7896.9688
3658.7969,7895.9323
3658.9734,7894.8959
3659.1505,7893.8596
